time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,37671200,602.7392
1.5000,1.000,39039000,624.6240
2.0000,1.000,42302400,676.8384
2.5000,1.000,42504000,680.0640
3.0000,1.000,41557600,664.9216
3.5000,1.000,29642200,474.2752
4.0000,1.000,39568200,633.0912
4.5000,1.000,38220000,611.5200
5.0000,1.000,39379200,630.0672
5.5000,1.000,38274600,612.3936
6.0000,1.000,40405400,646.4864
6.5000,1.000,39348400,629.5744
7.0000,1.000,40010600,640.1696
7.5000,1.000,35407400,566.5184
8.0000,1.000,39793600,636.6976
8.5000,1.000,39860800,637.7728
9.0000,1.000,37332400,597.3184
9.5000,1.000,40488000,647.8080
10.0000,1.000,37853200,605.6512
