time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,31848600,509.5776
1.5000,1.000,34809600,556.9536
2.0000,1.000,32187400,514.9984
2.5000,1.000,33698000,539.1680
3.0000,1.000,33580400,537.2864
3.5000,1.000,34433000,550.9280
4.0000,1.000,34678000,554.8480
4.5000,1.000,34851600,557.6256
5.0000,1.000,32481400,519.7024
5.5000,1.000,35665000,570.6400
6.0000,1.000,37055200,592.8832
6.5000,1.000,36981000,591.6960
7.0000,1.000,32866400,525.8624
7.5000,1.000,36377600,582.0416
8.0000,1.000,36381800,582.1088
8.5000,1.000,32362400,517.7984
9.0000,1.000,30637600,490.2016
9.5000,1.000,34962200,559.3952
10.0000,1.000,35575400,569.2064
