time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,24001600,384.0256
1.5000,16.000,15708000,251.3280
2.0000,21.000,12073600,193.1776
2.5000,26.000,8608600,137.7376
3.0000,31.000,4011000,64.1760
3.5000,36.000,2415000,38.6400
4.0000,41.000,1367800,21.8848
4.5000,46.000,812000,12.9920
5.0000,51.000,166600,2.6656
5.5000,56.000,226800,3.6288
6.0000,61.000,15400,0.2464
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
