time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31201800,499.2288
1.5000,8.500,25368000,405.8880
2.0000,11.000,16921800,270.7488
2.5000,13.500,12758200,204.1312
3.0000,16.000,13154400,210.4704
3.5000,18.500,12689600,203.0336
4.0000,21.000,8274000,132.3840
4.5000,23.500,7670600,122.7296
5.0000,26.000,5377400,86.0384
5.5000,28.500,4698400,75.1744
6.0000,31.000,3540600,56.6496
6.5000,33.500,3263400,52.2144
7.0000,36.000,2916200,46.6592
7.5000,38.500,1888600,30.2176
8.0000,41.000,1937600,31.0016
8.5000,43.500,1521800,24.3488
9.0000,46.000,639800,10.2368
9.5000,48.500,277200,4.4352
10.0000,51.000,236600,3.7856
