field,value,count
mcs,0,5374
mcs,1,278
mcs,2,220
mcs,3,621
mcs,4,5963
mcs,5,11924
mcs,6,6107
mcs,7,6986
mcs,8,6204
mcs,9,2552
mcs,10,1408
mcs,11,1452
width,20,2075
width,40,5288
width,80,41726
nss,1,23231
nss,2,25858
total_phy_tx,0,49089
rx_bytes_total,0,20095600
