time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,30539600,488.6336
1.5000,1.000,35019600,560.3136
2.0000,1.000,44752400,716.0384
2.5000,1.000,30685200,490.9632
3.0000,1.000,21079800,337.2768
3.5000,1.000,18141200,290.2592
4.0000,1.000,44741200,715.8592
4.5000,1.000,36901200,590.4192
5.0000,1.000,40216400,643.4624
5.5000,1.000,42001400,672.0224
6.0000,1.000,39725000,635.6000
6.5000,1.000,11330200,181.2832
7.0000,1.000,23504600,376.0736
7.5000,1.000,39067000,625.0720
8.0000,1.000,29923600,478.7776
8.5000,1.000,41403600,662.4576
9.0000,1.000,21211400,339.3824
9.5000,1.000,35071400,561.1424
10.0000,1.000,44695000,715.1200
