field,value,count
mcs,0,6138
mcs,2,88
mcs,3,1188
mcs,4,924
mcs,5,616
mcs,6,264
mcs,7,132
mcs,8,11220
mcs,9,47520
mcs,10,264
mcs,11,731
width,20,3640
width,40,2011
width,80,63434
nss,1,6930
nss,2,62155
total_phy_tx,0,69085
rx_bytes_total,0,7764400
