field,value,count
mcs,0,650
mcs,1,572
mcs,2,1892
mcs,3,4004
mcs,4,17732
mcs,5,8228
mcs,6,11440
mcs,7,48488
mcs,8,22792
mcs,9,227612
mcs,10,32282
mcs,11,53978
mcs,12,20460
mcs,13,39468
width,20,127
width,80,489471
nss,1,650
nss,2,488948
total_phy_tx,0,489598
rx_bytes_total,0,636168400
