field,value,count
mcs,0,628
mcs,1,616
mcs,2,2156
mcs,3,4664
mcs,4,15268
mcs,5,9196
mcs,6,11088
mcs,7,46068
mcs,8,21912
mcs,9,235532
mcs,10,34263
mcs,11,57376
mcs,12,19844
mcs,13,34540
width,20,127
width,80,493024
nss,1,628
nss,2,492523
total_phy_tx,0,493151
rx_bytes_total,0,641677400
