field,value,count
mcs,0,655
mcs,1,264
mcs,2,2024
mcs,3,4180
mcs,4,17468
mcs,5,7304
mcs,6,12364
mcs,7,43604
mcs,8,22704
mcs,9,236935
mcs,10,37224
mcs,11,58960
mcs,12,18656
mcs,13,30624
width,20,129
width,80,492837
nss,1,655
nss,2,492311
total_phy_tx,0,492966
rx_bytes_total,0,640445400
