time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,40208000,643.3280
1.5000,1.000,32023600,512.3776
2.0000,1.000,38344600,613.5136
2.5000,1.000,38327800,613.2448
3.0000,1.000,31700200,507.2032
3.5000,1.000,36341200,581.4592
4.0000,1.000,35214200,563.4272
4.5000,1.000,35669200,570.7072
5.0000,1.000,36222200,579.5552
5.5000,1.000,40630800,650.0928
6.0000,1.000,33745600,539.9296
6.5000,1.000,32960200,527.3632
7.0000,1.000,31673600,506.7776
7.5000,1.000,35049000,560.7840
8.0000,1.000,35007000,560.1120
8.5000,1.000,36530200,584.4832
9.0000,1.000,38676400,618.8224
9.5000,1.000,38435600,614.9696
10.0000,1.000,38054800,608.8768
