field,value,count
mcs,0,153
mcs,1,44
mcs,2,176
mcs,3,176
mcs,4,616
mcs,5,264
mcs,6,1232
mcs,7,4004
mcs,8,1584
mcs,9,56408
mcs,10,31766
mcs,11,74932
mcs,12,50072
mcs,13,412764
width,20,127
width,80,634064
nss,1,153
nss,2,634038
total_phy_tx,0,634191
rx_bytes_total,0,877345000
