time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,45955000,735.2800
1.5000,1.000,47663000,762.6080
2.0000,1.000,49338800,789.4208
2.5000,1.000,46771200,748.3392
3.0000,1.000,45959200,735.3472
3.5000,1.000,46060000,736.9600
4.0000,1.000,48028400,768.4544
4.5000,1.000,46358200,741.7312
5.0000,1.000,46324600,741.1936
5.5000,1.000,46849600,749.5936
6.0000,1.000,46467400,743.4784
6.5000,1.000,45073000,721.1680
7.0000,1.000,46475800,743.6128
7.5000,1.000,46963000,751.4080
8.0000,1.000,46200000,739.2000
8.5000,1.000,47966800,767.4688
9.0000,1.000,45469200,727.5072
9.5000,1.000,46387600,742.2016
10.0000,1.000,48241200,771.8592
