field,value,count
mcs,0,381
mcs,5,57068
mcs,6,11880
mcs,7,105908
mcs,8,85088
mcs,9,64015
mcs,10,8360
mcs,11,153181
width,20,128
width,80,485753
nss,1,425
nss,2,485456
total_phy_tx,0,485881
rx_bytes_total,0,651432600
