time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,42106400,673.7024
1.5000,2.500,41280400,660.4864
2.0000,3.000,39579400,633.2704
2.5000,3.500,39229400,627.6704
3.0000,4.000,37864400,605.8304
3.5000,4.500,36247400,579.9584
4.0000,5.000,36330000,581.2800
4.5000,5.500,35113400,561.8144
5.0000,6.000,34753600,556.0576
5.5000,6.500,33310200,532.9632
6.0000,7.000,33821200,541.1392
6.5000,7.500,30461200,487.3792
7.0000,8.000,31997000,511.9520
7.5000,8.500,28798000,460.7680
8.0000,9.000,29297800,468.7648
8.5000,9.500,29134000,466.1440
9.0000,10.000,28487200,455.7952
9.5000,10.500,27384000,438.1440
10.0000,11.000,25250400,404.0064
