time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,32002600,512.0416
1.5000,8.500,27000400,432.0064
2.0000,11.000,20396600,326.3456
2.5000,13.500,17693200,283.0912
3.0000,16.000,13882400,222.1184
3.5000,18.500,11783800,188.5408
4.0000,21.000,9133600,146.1376
4.5000,23.500,9387000,150.1920
5.0000,26.000,8324400,133.1904
5.5000,28.500,5366200,85.8592
6.0000,31.000,5437600,87.0016
6.5000,33.500,3241000,51.8560
7.0000,36.000,2270800,36.3328
7.5000,38.500,1436400,22.9824
8.0000,41.000,1139600,18.2336
8.5000,43.500,887600,14.2016
9.0000,46.000,446600,7.1456
9.5000,48.500,672000,10.7520
10.0000,51.000,284200,4.5472
