time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,29541400,472.6624
1.5000,4.000,25512200,408.1952
2.0000,5.000,31549000,504.7840
2.5000,6.000,30284800,484.5568
3.0000,7.000,26989200,431.8272
3.5000,8.000,23210600,371.3696
4.0000,9.000,19135200,306.1632
4.5000,10.000,22008000,352.1280
5.0000,11.000,20209000,323.3440
5.5000,12.000,21215600,339.4496
6.0000,13.000,17235400,275.7664
6.5000,14.000,14119000,225.9040
7.0000,15.000,15828400,253.2544
7.5000,16.000,14607600,233.7216
8.0000,17.000,12243000,195.8880
8.5000,18.000,11347000,181.5520
9.0000,19.000,9794400,156.7104
9.5000,20.000,9854600,157.6736
10.0000,21.000,12287800,196.6048
