field,value,count
mcs,0,1442
mcs,4,2376
mcs,5,48664
mcs,6,55660
mcs,7,59752
mcs,8,76516
mcs,9,168828
mcs,10,19052
mcs,11,10381
width,20,128
width,40,1417
width,80,441126
nss,1,5094
nss,2,437577
total_phy_tx,0,442671
rx_bytes_total,0,522867800
