time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,33979400,543.6704
1.5000,2.500,32639600,522.2336
2.0000,3.000,33201000,531.2160
2.5000,3.500,36012200,576.1952
3.0000,4.000,32650800,522.4128
3.5000,4.500,34206200,547.2992
4.0000,5.000,30828000,493.2480
4.5000,5.500,28687400,458.9984
5.0000,6.000,26782000,428.5120
5.5000,6.500,26425000,422.8000
6.0000,7.000,22297800,356.7648
6.5000,7.500,23556400,376.9024
7.0000,8.000,20330800,325.2928
7.5000,8.500,22435000,358.9600
8.0000,9.000,22769600,364.3136
8.5000,9.500,23017400,368.2784
9.0000,10.000,22674400,362.7904
9.5000,10.500,19679800,314.8768
10.0000,11.000,20237000,323.7920
