field,value,count
mcs,0,4246
mcs,1,381
mcs,2,821
mcs,3,1537
mcs,4,74779
mcs,5,7014
mcs,6,34513
mcs,7,9239
mcs,8,35713
mcs,9,64548
mcs,10,4312
mcs,11,4356
width,20,4049
width,40,18610
width,80,218800
nss,1,14394
nss,2,227065
total_phy_tx,0,241459
rx_bytes_total,0,170774800
