field,value,count
mcs,0,2728
mcs,3,2904
mcs,4,22352
mcs,5,26884
mcs,6,54120
mcs,7,84656
mcs,8,72380
mcs,9,92113
mcs,10,2068
mcs,11,13666
width,20,223
width,40,14220
width,80,359428
nss,1,14696
nss,2,359175
total_phy_tx,0,373871
rx_bytes_total,0,354950400
