field,value,count
mcs,0,591
mcs,6,36168
mcs,7,25300
mcs,8,1056
mcs,9,145772
mcs,10,93360
mcs,11,242746
width,20,128
width,40,88
width,80,544777
nss,1,635
nss,2,544358
total_phy_tx,0,544993
rx_bytes_total,0,718809000
