time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,32135600,514.1696
1.5000,1.000,37161600,594.5856
2.0000,1.000,36391600,582.2656
2.5000,1.000,42442400,679.0784
3.0000,1.000,42316400,677.0624
3.5000,1.000,29915200,478.6432
4.0000,1.000,41253800,660.0608
4.5000,1.000,38785600,620.5696
5.0000,1.000,40691000,651.0560
5.5000,1.000,40056800,640.9088
6.0000,1.000,38858400,621.7344
6.5000,1.000,38977400,623.6384
7.0000,1.000,41599600,665.5936
7.5000,1.000,37877000,606.0320
8.0000,1.000,42932400,686.9184
8.5000,1.000,43146600,690.3456
9.0000,1.000,33055400,528.8864
9.5000,1.000,41776000,668.4160
10.0000,1.000,37336600,597.3856
