field,value,count
mcs,0,1495
mcs,4,1144
mcs,5,64944
mcs,6,54458
mcs,7,35772
mcs,8,115544
mcs,9,120032
mcs,10,20546
mcs,11,22484
width,20,127
width,40,1590
width,80,434702
nss,1,14343
nss,2,422076
total_phy_tx,0,436419
rx_bytes_total,0,509560800
