time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,28362600,453.8016
1.5000,8.500,26189800,419.0368
2.0000,11.000,18632600,298.1216
2.5000,13.500,14065800,225.0528
3.0000,16.000,11579400,185.2704
3.5000,18.500,12212200,195.3952
4.0000,21.000,9891000,158.2560
4.5000,23.500,8855000,141.6800
5.0000,26.000,6564600,105.0336
5.5000,28.500,6175400,98.8064
6.0000,31.000,3043600,48.6976
6.5000,33.500,3689000,59.0240
7.0000,36.000,2919000,46.7040
7.5000,38.500,1719200,27.5072
8.0000,41.000,1591800,25.4688
8.5000,43.500,1027600,16.4416
9.0000,46.000,722400,11.5584
9.5000,48.500,261800,4.1888
10.0000,51.000,238000,3.8080
