field,value,count
mcs,0,5462
mcs,1,519
mcs,2,1215
mcs,3,2238
mcs,4,2332
mcs,5,9597
mcs,6,12900
mcs,7,30751
mcs,8,20416
mcs,9,30228
mcs,10,3564
mcs,11,4092
width,20,5393
width,40,12249
width,80,105672
nss,1,20656
nss,2,102658
total_phy_tx,0,123314
rx_bytes_total,0,58682400
