field,value,count
mcs,0,6008
mcs,1,44
mcs,2,44
mcs,3,176
mcs,4,176
mcs,5,176
mcs,6,6116
mcs,7,21868
mcs,8,27808
mcs,9,3036
mcs,10,308
mcs,11,604
width,20,2521
width,40,1124
width,80,62719
nss,1,6668
nss,2,59696
total_phy_tx,0,66364
rx_bytes_total,0,13675200
