field,value,count
mcs,0,2631
mcs,3,1848
mcs,4,55880
mcs,5,45804
mcs,6,22660
mcs,7,86548
mcs,8,28864
mcs,9,119504
mcs,10,1584
mcs,11,12056
width,20,480
width,40,1659
width,80,375240
nss,1,6943
nss,2,370436
total_phy_tx,0,377379
rx_bytes_total,0,365212400
