field,value,count
mcs,0,5429
mcs,1,163
mcs,2,616
mcs,3,528
mcs,4,2508
mcs,5,15154
mcs,6,5315
mcs,7,19839
mcs,8,1188
mcs,9,1936
mcs,10,1530
mcs,11,1760
width,20,2363
width,40,8576
width,80,45027
nss,1,8997
nss,2,46969
total_phy_tx,0,55966
rx_bytes_total,0,22541400
