time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,47024600,752.3936
1.5000,1.000,47003600,752.0576
2.0000,1.000,48064800,769.0368
2.5000,1.000,48354600,773.6736
3.0000,1.000,46096400,737.5424
3.5000,1.000,46006800,736.1088
4.0000,1.000,46614400,745.8304
4.5000,1.000,45805200,732.8832
5.0000,1.000,47224800,755.5968
5.5000,1.000,48643000,778.2880
6.0000,1.000,46530400,744.4864
6.5000,1.000,45064600,721.0336
7.0000,1.000,42852600,685.6416
7.5000,1.000,46275600,740.4096
8.0000,1.000,47705000,763.2800
8.5000,1.000,46408600,742.5376
9.0000,1.000,45379600,726.0736
9.5000,1.000,46057200,736.9152
10.0000,1.000,47560800,760.9728
