field,value,count
mcs,0,646
mcs,6,4708
mcs,7,35860
mcs,8,44204
mcs,9,155471
mcs,10,44305
mcs,11,256467
width,20,128
width,40,1147
width,80,540386
nss,1,5090
nss,2,536571
total_phy_tx,0,541661
rx_bytes_total,0,712329800
