field,value,count
mcs,0,5221
mcs,1,544
mcs,2,1190
mcs,3,3628
mcs,4,9814
mcs,5,9020
mcs,6,32014
mcs,7,16578
mcs,8,21868
mcs,9,10472
mcs,10,4733
mcs,11,4048
width,20,5725
width,40,14912
width,80,98493
nss,1,16201
nss,2,102929
total_phy_tx,0,119130
rx_bytes_total,0,71995000
