time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,29540000,472.6400
1.5000,8.500,25709600,411.3536
2.0000,11.000,19735800,315.7728
2.5000,13.500,20284600,324.5536
3.0000,16.000,14068600,225.0976
3.5000,18.500,12189800,195.0368
4.0000,21.000,7956200,127.2992
4.5000,23.500,10434200,166.9472
5.0000,26.000,8274000,132.3840
5.5000,28.500,5884200,94.1472
6.0000,31.000,4648000,74.3680
6.5000,33.500,4468800,71.5008
7.0000,36.000,3187800,51.0048
7.5000,38.500,1527400,24.4384
8.0000,41.000,1435000,22.9600
8.5000,43.500,1020600,16.3296
9.0000,46.000,688800,11.0208
9.5000,48.500,606200,9.6992
10.0000,51.000,498400,7.9744
