time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,35148400,562.3744
1.5000,4.000,36072400,577.1584
2.0000,5.000,33737200,539.7952
2.5000,6.000,28184800,450.9568
3.0000,7.000,25849600,413.5936
3.5000,8.000,22146600,354.3456
4.0000,9.000,24094000,385.5040
4.5000,10.000,23332400,373.3184
5.0000,11.000,21194600,339.1136
5.5000,12.000,17388000,278.2080
6.0000,13.000,15988000,255.8080
6.5000,14.000,13861400,221.7824
7.0000,15.000,13336400,213.3824
7.5000,16.000,11716600,187.4656
8.0000,17.000,11718000,187.4880
8.5000,18.000,10539200,168.6272
9.0000,19.000,9794400,156.7104
9.5000,20.000,8827000,141.2320
10.0000,21.000,10288600,164.6176
