time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,33618200,537.8912
1.5000,4.000,33838000,541.4080
2.0000,5.000,32058600,512.9376
2.5000,6.000,31427200,502.8352
3.0000,7.000,25704000,411.2640
3.5000,8.000,21299600,340.7936
4.0000,9.000,19607000,313.7120
4.5000,10.000,18403000,294.4480
5.0000,11.000,21978600,351.6576
5.5000,12.000,17000200,272.0032
6.0000,13.000,16928800,270.8608
6.5000,14.000,13141800,210.2688
7.0000,15.000,15016400,240.2624
7.5000,16.000,10169600,162.7136
8.0000,17.000,13832000,221.3120
8.5000,18.000,11110400,177.7664
9.0000,19.000,8145200,130.3232
9.5000,20.000,6035400,96.5664
10.0000,21.000,7630000,122.0800
