field,value,count
mcs,0,571
mcs,6,77088
mcs,8,57297
mcs,9,93500
mcs,10,105592
mcs,11,190795
width,20,128
width,80,524715
nss,1,571
nss,2,524272
total_phy_tx,0,524843
rx_bytes_total,0,698378800
