field,value,count
mcs,0,5441
mcs,1,382
mcs,2,507
mcs,3,4040
mcs,4,10673
mcs,5,28698
mcs,6,2877
mcs,7,7431
mcs,8,14344
mcs,9,40656
mcs,10,2805
mcs,11,3364
width,20,4868
width,40,15372
width,80,100978
nss,1,13537
nss,2,107681
total_phy_tx,0,121218
rx_bytes_total,0,62470800
