field,value,count
mcs,0,5486
mcs,1,207
mcs,2,639
mcs,3,396
mcs,4,2684
mcs,5,10604
mcs,6,1169
mcs,7,23760
mcs,8,8800
mcs,9,1452
mcs,10,1628
mcs,11,1364
width,20,2341
width,40,8309
width,80,47539
nss,1,9362
nss,2,48827
total_phy_tx,0,58189
rx_bytes_total,0,19923400
