field,value,count
mcs,0,5352
mcs,1,183
mcs,2,660
mcs,3,1263
mcs,4,2464
mcs,5,19448
mcs,6,9627
mcs,7,2283
mcs,8,4400
mcs,9,3344
mcs,10,1936
mcs,11,2156
width,20,2478
width,40,7756
width,80,42882
nss,1,12994
nss,2,40122
total_phy_tx,0,53116
rx_bytes_total,0,23212000
