field,value,count
mcs,0,5228
mcs,1,372
mcs,2,1632
mcs,3,3429
mcs,4,9881
mcs,5,13086
mcs,6,30940
mcs,7,6629
mcs,8,20768
mcs,9,18436
mcs,10,4048
mcs,11,4664
width,20,5796
width,40,12662
width,80,100655
nss,1,18858
nss,2,100255
total_phy_tx,0,119113
rx_bytes_total,0,70148400
