time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,32071200,513.1392
1.5000,4.000,35630000,570.0800
2.0000,5.000,32162200,514.5952
2.5000,6.000,27239800,435.8368
3.0000,7.000,24173800,386.7808
3.5000,8.000,21462000,343.3920
4.0000,9.000,19812800,317.0048
4.5000,10.000,21285600,340.5696
5.0000,11.000,21067200,337.0752
5.5000,12.000,19985000,319.7600
6.0000,13.000,17571400,281.1424
6.5000,14.000,14338800,229.4208
7.0000,15.000,10928400,174.8544
7.5000,16.000,10535000,168.5600
8.0000,17.000,10222800,163.5648
8.5000,18.000,8184400,130.9504
9.0000,19.000,11354000,181.6640
9.5000,20.000,8726200,139.6192
10.0000,21.000,8199800,131.1968
