field,value,count
mcs,0,4199
mcs,1,612
mcs,2,2839
mcs,3,6750
mcs,4,40788
mcs,5,8844
mcs,6,48091
mcs,7,18869
mcs,8,61204
mcs,9,23276
mcs,10,4268
mcs,11,4400
width,20,3566
width,40,29780
width,80,190794
nss,1,22710
nss,2,201430
total_phy_tx,0,224140
rx_bytes_total,0,153748000
