field,value,count
mcs,0,6012
mcs,1,44
mcs,2,44
mcs,3,1100
mcs,4,17996
mcs,5,26444
mcs,6,13173
mcs,7,69256
mcs,8,41888
mcs,9,68596
mcs,10,1444
mcs,11,18568
width,20,459
width,40,9982
width,80,254124
nss,1,20524
nss,2,244041
total_phy_tx,0,264565
rx_bytes_total,0,99645000
