time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,45343200,725.4912
1.5000,1.000,48686400,778.9824
2.0000,1.000,44870000,717.9200
2.5000,1.000,46621400,745.9424
3.0000,1.000,48951000,783.2160
3.5000,1.000,47913600,766.6176
4.0000,1.000,46594800,745.5168
4.5000,1.000,46067000,737.0720
5.0000,1.000,46113200,737.8112
5.5000,1.000,44336600,709.3856
6.0000,1.000,47850600,765.6096
6.5000,1.000,46366600,741.8656
7.0000,1.000,44759400,716.1504
7.5000,1.000,45409000,726.5440
8.0000,1.000,46736200,747.7792
8.5000,1.000,44464000,711.4240
9.0000,1.000,42548800,680.7808
9.5000,1.000,45633000,730.1280
10.0000,1.000,47047000,752.7520
