field,value,count
mcs,0,4043
mcs,1,216
mcs,2,1460
mcs,3,16171
mcs,4,41800
mcs,5,11132
mcs,6,63835
mcs,7,29240
mcs,8,19316
mcs,9,33220
mcs,10,4224
mcs,11,5049
width,20,4329
width,40,16874
width,80,208503
nss,1,15606
nss,2,214100
total_phy_tx,0,229706
rx_bytes_total,0,172158000
