time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,35835800,573.3728
1.5000,1.000,34675200,554.8032
2.0000,1.000,40761000,652.1760
2.5000,1.000,37613800,601.8208
3.0000,1.000,40040000,640.6400
3.5000,1.000,39524800,632.3968
4.0000,1.000,41465200,663.4432
4.5000,1.000,39047400,624.7584
5.0000,1.000,41846000,669.5360
5.5000,1.000,41438600,663.0176
6.0000,1.000,39480000,631.6800
6.5000,1.000,32359600,517.7536
7.0000,1.000,39984000,639.7440
7.5000,1.000,39853800,637.6608
8.0000,1.000,37601200,601.6192
8.5000,1.000,40559400,648.9504
9.0000,1.000,33544000,536.7040
9.5000,1.000,35040600,560.6496
10.0000,1.000,39930800,638.8928
