field,value,count
mcs,0,3448
mcs,1,7788
mcs,2,22220
mcs,3,25476
mcs,4,41800
mcs,5,12012
mcs,6,13508
mcs,7,25916
mcs,8,9240
mcs,9,45628
mcs,10,3520
mcs,11,3924
mcs,12,660
mcs,13,132
width,20,128
width,80,215144
nss,1,3448
nss,2,211824
total_phy_tx,0,215272
rx_bytes_total,0,184329600
