time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,34456800,551.3088
1.5000,2.500,31885000,510.1600
2.0000,3.000,32081000,513.2960
2.5000,3.500,35203000,563.2480
3.0000,4.000,32656400,522.5024
3.5000,4.500,28292600,452.6816
4.0000,5.000,31984400,511.7504
4.5000,5.500,29195600,467.1296
5.0000,6.000,29821400,477.1424
5.5000,6.500,26236000,419.7760
6.0000,7.000,27613600,441.8176
6.5000,7.500,24445400,391.1264
7.0000,8.000,23522800,376.3648
7.5000,8.500,21931000,350.8960
8.0000,9.000,22486800,359.7888
8.5000,9.500,22086400,353.3824
9.0000,10.000,20540800,328.6528
9.5000,10.500,22372000,357.9520
10.0000,11.000,16524200,264.3872
