field,value,count
mcs,0,5442
mcs,1,44
mcs,2,308
mcs,3,603
mcs,4,1848
mcs,5,23791
mcs,6,1152
mcs,7,13200
mcs,8,836
mcs,9,1628
mcs,10,1364
mcs,11,1320
width,20,1744
width,40,4108
width,80,45684
nss,1,20760
nss,2,30776
total_phy_tx,0,51536
rx_bytes_total,0,22978200
