field,value,count
mcs,0,461
mcs,7,44
mcs,8,61499
mcs,9,179284
mcs,10,78452
mcs,11,237732
width,20,128
width,80,557344
nss,1,461
nss,2,557011
total_phy_tx,0,557472
rx_bytes_total,0,741062000
