field,value,count
mcs,0,5301
mcs,1,44
mcs,2,528
mcs,3,722
mcs,4,34519
mcs,5,13803
mcs,6,2631
mcs,7,28727
mcs,8,17072
mcs,9,16236
mcs,10,3564
mcs,11,2464
width,20,2470
width,40,9863
width,80,113278
nss,1,11048
nss,2,114563
total_phy_tx,0,125611
rx_bytes_total,0,73659600
