field,value,count
mcs,0,5445
mcs,2,396
mcs,3,5368
mcs,4,8008
mcs,5,8699
mcs,6,18779
mcs,7,1139
mcs,8,2068
mcs,9,968
mcs,10,1540
mcs,11,1584
width,20,2103
width,40,4234
width,80,47657
nss,1,8850
nss,2,45144
total_phy_tx,0,53994
rx_bytes_total,0,24834600
