field,value,count
mcs,0,555
mcs,6,21296
mcs,7,103048
mcs,8,36168
mcs,9,129323
mcs,10,50700
mcs,11,177540
width,20,127
width,80,518503
nss,1,555
nss,2,518075
total_phy_tx,0,518630
rx_bytes_total,0,684814200
