field,value,count
mcs,0,5467
mcs,1,348
mcs,2,704
mcs,3,1307
mcs,4,5236
mcs,5,7599
mcs,6,3194
mcs,7,16524
mcs,8,4356
mcs,9,2816
mcs,10,2200
mcs,11,2541
width,20,3227
width,40,7607
width,80,41458
nss,1,12267
nss,2,40025
total_phy_tx,0,52292
rx_bytes_total,0,20668200
