time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,25698400,411.1744
1.5000,16.000,18307800,292.9248
2.0000,21.000,13722800,219.5648
2.5000,26.000,10662400,170.5984
3.0000,31.000,6847400,109.5584
3.5000,36.000,3721200,59.5392
4.0000,41.000,1471400,23.5424
4.5000,46.000,554400,8.8704
5.0000,51.000,308000,4.9280
5.5000,56.000,0,0.0000
6.0000,61.000,0,0.0000
6.5000,66.000,61600,0.9856
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
