field,value,count
mcs,0,139
mcs,2,44
mcs,4,440
mcs,5,220
mcs,6,308
mcs,7,1628
mcs,8,1408
mcs,9,44405
mcs,10,32340
mcs,11,85448
mcs,12,50996
mcs,13,424556
width,20,128
width,80,641804
nss,1,139
nss,2,641793
total_phy_tx,0,641932
rx_bytes_total,0,888552000
