time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,29822800,477.1648
1.5000,8.500,28193200,451.0912
2.0000,11.000,22771000,364.3360
2.5000,13.500,20608000,329.7280
3.0000,16.000,18044600,288.7136
3.5000,18.500,13717200,219.4752
4.0000,21.000,11656400,186.5024
4.5000,23.500,10399200,166.3872
5.0000,26.000,8085000,129.3600
5.5000,28.500,6095600,97.5296
6.0000,31.000,4475800,71.6128
6.5000,33.500,4013800,64.2208
7.0000,36.000,2562000,40.9920
7.5000,38.500,1804600,28.8736
8.0000,41.000,1136800,18.1888
8.5000,43.500,862400,13.7984
9.0000,46.000,677600,10.8416
9.5000,48.500,431200,6.8992
10.0000,51.000,0,0.0000
