time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,45690400,731.0464
1.5000,1.000,45305400,724.8864
2.0000,1.000,46930800,750.8928
2.5000,1.000,48314000,773.0240
3.0000,1.000,46939200,751.0272
3.5000,1.000,44947000,719.1520
4.0000,1.000,48084400,769.3504
4.5000,1.000,47420800,758.7328
5.0000,1.000,46932200,750.9152
5.5000,1.000,47524400,760.3904
6.0000,1.000,47290600,756.6496
6.5000,1.000,46183200,738.9312
7.0000,1.000,47432000,758.9120
7.5000,1.000,45837400,733.3984
8.0000,1.000,48284600,772.5536
8.5000,1.000,48745200,779.9232
9.0000,1.000,46397400,742.3584
9.5000,1.000,46881800,750.1088
10.0000,1.000,45969000,735.5040
