time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,24914400,398.6304
1.5000,16.000,18884600,302.1536
2.0000,21.000,10449600,167.1936
2.5000,26.000,5551000,88.8160
3.0000,31.000,3537800,56.6048
3.5000,36.000,2424800,38.7968
4.0000,41.000,1422400,22.7584
4.5000,46.000,187600,3.0016
5.0000,51.000,495600,7.9296
5.5000,56.000,32200,0.5152
6.0000,61.000,64400,1.0304
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
