field,value,count
mcs,0,5291
mcs,1,423
mcs,2,620
mcs,3,5624
mcs,4,10231
mcs,5,8303
mcs,6,28230
mcs,7,10183
mcs,8,43032
mcs,9,2200
mcs,10,2640
mcs,11,3344
width,20,3549
width,40,13973
width,80,102599
nss,1,13095
nss,2,107026
total_phy_tx,0,120121
rx_bytes_total,0,65217600
