time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,28263200,452.2112
1.5000,4.000,34428800,550.8608
2.0000,5.000,32908400,526.5344
2.5000,6.000,29411200,470.5792
3.0000,7.000,25072600,401.1616
3.5000,8.000,21149800,338.3968
4.0000,9.000,20739600,331.8336
4.5000,10.000,20220200,323.5232
5.0000,11.000,18113200,289.8112
5.5000,12.000,15426600,246.8256
6.0000,13.000,14397600,230.3616
6.5000,14.000,12499200,199.9872
7.0000,15.000,12952800,207.2448
7.5000,16.000,13473600,215.5776
8.0000,17.000,9564800,153.0368
8.5000,18.000,9557800,152.9248
9.0000,19.000,9595600,153.5296
9.5000,20.000,6974800,111.5968
10.0000,21.000,8640800,138.2528
