time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,42030800,672.4928
1.5000,1.000,40734400,651.7504
2.0000,1.000,33944400,543.1104
2.5000,1.000,38668000,618.6880
3.0000,1.000,38592400,617.4784
3.5000,1.000,37240000,595.8400
4.0000,1.000,30189600,483.0336
4.5000,1.000,36860600,589.7696
5.0000,1.000,36716400,587.4624
5.5000,1.000,36755600,588.0896
6.0000,1.000,31974600,511.5936
6.5000,1.000,34658400,554.5344
7.0000,1.000,37121000,593.9360
7.5000,1.000,27946800,447.1488
8.0000,1.000,38701600,619.2256
8.5000,1.000,41986000,671.7760
9.0000,1.000,36381800,582.1088
9.5000,1.000,38294200,612.7072
10.0000,1.000,39582200,633.3152
