time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31885000,510.1600
1.5000,8.500,27539400,440.6304
2.0000,11.000,24642800,394.2848
2.5000,13.500,17889200,286.2272
3.0000,16.000,13539400,216.6304
3.5000,18.500,9993200,159.8912
4.0000,21.000,8360800,133.7728
4.5000,23.500,7540400,120.6464
5.0000,26.000,4855200,77.6832
5.5000,28.500,3981600,63.7056
6.0000,31.000,3232600,51.7216
6.5000,33.500,3619000,57.9040
7.0000,36.000,2375800,38.0128
7.5000,38.500,1416800,22.6688
8.0000,41.000,1268400,20.2944
8.5000,43.500,988400,15.8144
9.0000,46.000,627200,10.0352
9.5000,48.500,343000,5.4880
10.0000,51.000,385000,6.1600
