field,value,count
mcs,0,2365
mcs,3,528
mcs,4,51128
mcs,5,26444
mcs,6,105292
mcs,7,26136
mcs,8,120428
mcs,9,4400
mcs,10,26172
mcs,11,4928
width,20,129
width,40,1033
width,80,366659
nss,1,14905
nss,2,352916
total_phy_tx,0,367821
rx_bytes_total,0,366972200
